ENSG00000142606.15
ENSG00000177133.10
ENSG00000142611.16
ENSG00000130762.14
ENSG00000221083.1
ENSG00000228526.6
ENSG00000234546.3
ENSG00000116786.11
ENSG00000162461.7
ENSG00000055070.16
ENSG00000159423.16
ENSG00000158825.5
ENSG00000088280.18
ENSG00000117318.8
ENSG00000197245.5
ENSG00000175707.8
ENSG00000142733.14
ENSG00000158195.10
ENSG00000225828.1
ENSG00000163879.10
ENSG00000280670.2
ENSG00000224805.2
ENSG00000121310.16
ENSG00000232245.1
ENSG00000231252.2
ENSG00000162599.15
ENSG00000116641.17
ENSG00000172380.5
ENSG00000271992.1
ENSG00000242598.1
ENSG00000174021.10
ENSG00000069702.10
ENSG00000137936.16
ENSG00000117519.15
ENSG00000079335.18
ENSG00000221986.6
ENSG00000143028.8
ENSG00000184371.13
ENSG00000168710.17
ENSG00000173947.13
ENSG00000273483.1
ENSG00000225075.1
ENSG00000155366.16
ENSG00000092621.11
ENSG00000134250.19
ENSG00000198483.12
ENSG00000271601.3
ENSG00000270629.5
ENSG00000271383.6
ENSG00000143416.20
ENSG00000160678.11
ENSG00000143545.8
ENSG00000163239.12
ENSG00000163346.16
ENSG00000163354.14
ENSG00000185499.16
ENSG00000231064.7
ENSG00000272971.1
ENSG00000162753.11
ENSG00000260990.1
ENSG00000227740.1
ENSG00000135821.17
ENSG00000143842.14
ENSG00000117594.9
ENSG00000227764.1
ENSG00000228208.6
ENSG00000162909.17
ENSG00000143514.16
ENSG00000143819.12
ENSG00000143772.9
ENSG00000223635.1
ENSG00000182118.7
ENSG00000231768.1
ENSG00000169006.6
ENSG00000269976.1
ENSG00000157833.12
ENSG00000143994.13
ENSG00000163794.6
ENSG00000189350.12
ENSG00000231826.5
ENSG00000143919.14
ENSG00000228481.1
ENSG00000119729.11
ENSG00000115380.19
ENSG00000224731.1
ENSG00000152284.4
ENSG00000042493.15
ENSG00000168890.13
ENSG00000222000.7
ENSG00000155368.16
ENSG00000163083.5
ENSG00000074047.21
ENSG00000176601.12
ENSG00000138435.15
ENSG00000279205.1
ENSG00000238171.1
ENSG00000081320.10
ENSG00000116117.17
ENSG00000223923.1
ENSG00000179921.14
ENSG00000158428.3
ENSG00000225062.1
ENSG00000144579.7
ENSG00000224376.1
ENSG00000132329.10
ENSG00000144485.10
ENSG00000207186.1
ENSG00000163702.18
ENSG00000132164.9
ENSG00000187091.13
ENSG00000144649.8
ENSG00000163820.14
ENSG00000160801.13
ENSG00000172037.13
ENSG00000242142.1
ENSG00000016391.10
ENSG00000056736.9
ENSG00000229806.1
ENSG00000168306.12
ENSG00000168309.16
ENSG00000243384.1
ENSG00000144749.13
ENSG00000144857.14
ENSG00000178075.19
ENSG00000031081.10
ENSG00000144909.7
ENSG00000144908.13
ENSG00000163884.3
ENSG00000273437.1
ENSG00000114698.14
ENSG00000047457.13
ENSG00000252581.1
ENSG00000174944.8
ENSG00000114790.12
ENSG00000272990.1
ENSG00000240875.5
ENSG00000173905.8
ENSG00000237978.5
ENSG00000181449.3
ENSG00000053524.12
ENSG00000213139.7
ENSG00000114315.3
ENSG00000169026.12
ENSG00000127418.14
ENSG00000068078.17
ENSG00000163132.6
ENSG00000173040.12
ENSG00000109501.13
ENSG00000187904.3
ENSG00000251460.1
ENSG00000242034.1
ENSG00000152990.13
ENSG00000260296.1
ENSG00000178343.4
ENSG00000163071.10
ENSG00000251442.5
ENSG00000138696.10
ENSG00000145358.6
ENSG00000138794.9
ENSG00000138685.13
ENSG00000085871.8
ENSG00000129116.17
ENSG00000164117.13
ENSG00000205129.8
ENSG00000154553.13
ENSG00000164344.15
ENSG00000113504.20
ENSG00000145555.14
ENSG00000207293.1
ENSG00000038427.15
ENSG00000145757.15
ENSG00000164292.12
ENSG00000279118.1
ENSG00000152705.7
ENSG00000228672.3
ENSG00000243056.1
ENSG00000113212.6
ENSG00000113721.13
ENSG00000248859.2
ENSG00000037280.15
ENSG00000137285.9
ENSG00000198721.12
ENSG00000124782.19
ENSG00000230314.6
ENSG00000137198.9
ENSG00000282024.1
ENSG00000228412.7
ENSG00000172201.11
ENSG00000244349.1
ENSG00000281831.1
ENSG00000204580.13
ENSG00000213722.8
ENSG00000244731.7
ENSG00000233627.2
ENSG00000224389.8
ENSG00000204301.6
ENSG00000096060.14
ENSG00000157343.8
ENSG00000112079.8
ENSG00000124615.17
ENSG00000272541.1
ENSG00000156535.13
ENSG00000229315.6
ENSG00000229654.1
ENSG00000225174.1
ENSG00000199944.1
ENSG00000056972.18
ENSG00000111817.16
ENSG00000047936.10
ENSG00000152661.7
ENSG00000186439.12
ENSG00000111907.20
ENSG00000231023.6
ENSG00000051620.10
ENSG00000135540.11
ENSG00000111961.17
ENSG00000219553.2
ENSG00000120262.9
ENSG00000092820.17
ENSG00000164877.18
ENSG00000106003.12
ENSG00000146535.13
ENSG00000224683.1
ENSG00000105877.17
ENSG00000233429.9
ENSG00000229358.3
