Name
ENSG00000162591.15
ENSG00000189337.16
ENSG00000117643.14
ENSG00000198830.10
ENSG00000235790.7
ENSG00000084636.17
ENSG00000241014.1
ENSG00000116560.10
ENSG00000171960.10
ENSG00000116171.17
ENSG00000232284.7
ENSG00000116783.14
ENSG00000117133.10
ENSG00000173947.13
ENSG00000116752.5
ENSG00000235933.1
ENSG00000203761.5
ENSG00000143320.8
ENSG00000163564.14
ENSG00000143155.12
ENSG00000230124.6
ENSG00000116852.14
ENSG00000133067.17
ENSG00000182004.12
ENSG00000092978.10
ENSG00000143786.7
ENSG00000116918.13
ENSG00000168264.10
ENSG00000143653.9
ENSG00000162722.8
ENSG00000238243.3
ENSG00000205795.4
ENSG00000158089.14
ENSG00000138050.14
ENSG00000230587.1
ENSG00000152518.7
ENSG00000115310.17
ENSG00000240401.8
ENSG00000225889.7
ENSG00000223863.1
ENSG00000235725.1
ENSG00000197223.11
ENSG00000163219.11
ENSG00000283586.1
ENSG00000124380.10
ENSG00000280721.1
ENSG00000115085.13
ENSG00000196460.12
ENSG00000144057.15
ENSG00000136531.15
ENSG00000163093.11
ENSG00000128708.12
ENSG00000231453.1
ENSG00000119042.16
ENSG00000003400.14
ENSG00000064012.21
ENSG00000116030.16
ENSG00000163466.15
ENSG00000185404.16
ENSG00000134107.4
ENSG00000156959.8
ENSG00000170860.3
ENSG00000230524.8
ENSG00000076242.14
ENSG00000230084.5
ENSG00000181061.13
ENSG00000182179.12
ENSG00000114378.16
ENSG00000163947.11
ENSG00000114405.10
ENSG00000172986.12
ENSG00000185008.17
ENSG00000196776.14
ENSG00000198919.12
ENSG00000065518.7
ENSG00000121542.11
ENSG00000189366.9
ENSG00000074416.13
ENSG00000158163.14
ENSG00000155893.12
ENSG00000242908.6
ENSG00000178053.17
ENSG00000172667.10
ENSG00000175193.13
ENSG00000136527.17
ENSG00000136514.2
ENSG00000159674.11
ENSG00000064042.17
ENSG00000081041.8
ENSG00000145284.11
ENSG00000164099.3
ENSG00000164096.12
ENSG00000123737.12
ENSG00000164162.12
ENSG00000164167.10
ENSG00000170390.15
ENSG00000109670.13
ENSG00000145423.4
ENSG00000280241.3
ENSG00000145431.10
ENSG00000056050.6
ENSG00000129187.14
ENSG00000109775.10
ENSG00000109794.13
ENSG00000250971.1
ENSG00000145506.13
ENSG00000250697.1
ENSG00000151876.12
ENSG00000272382.1
ENSG00000177721.4
ENSG00000248554.1
ENSG00000248240.1
ENSG00000151883.17
ENSG00000164258.11
ENSG00000153044.9
ENSG00000132837.14
ENSG00000133302.12
ENSG00000249249.1
ENSG00000197536.11
ENSG00000234290.2
ENSG00000113583.7
ENSG00000250167.1
ENSG00000145824.12
ENSG00000250378.2
ENSG00000145832.12
ENSG00000113068.9
ENSG00000112852.6
ENSG00000113212.6
ENSG00000272674.3
ENSG00000177839.6
ENSG00000120324.8
ENSG00000120328.6
ENSG00000187372.11
ENSG00000120327.6
ENSG00000253910.2
ENSG00000145882.10
ENSG00000183258.11
ENSG00000037280.15
ENSG00000137273.3
ENSG00000225921.6
ENSG00000176998.4
ENSG00000206503.12
ENSG00000204613.10
ENSG00000137337.14
ENSG00000204525.16
ENSG00000166278.14
ENSG00000204264.8
ENSG00000240065.7
ENSG00000124562.9
ENSG00000244694.7
ENSG00000229852.2
ENSG00000234882.1
ENSG00000146282.17
ENSG00000135336.14
ENSG00000112333.11
ENSG00000131013.3
ENSG00000272047.1
ENSG00000271913.5
ENSG00000146521.9
ENSG00000112562.18
ENSG00000224999.1
ENSG00000008018.8
ENSG00000164877.18
ENSG00000106080.10
ENSG00000106355.9
ENSG00000122642.10
ENSG00000188185.11
ENSG00000175600.15
ENSG00000106605.10
ENSG00000241057.2
ENSG00000136280.15
ENSG00000067601.7
ENSG00000225648.5
ENSG00000087077.13
ENSG00000172331.11
ENSG00000146856.14
ENSG00000059378.12
ENSG00000164778.4
ENSG00000008853.16
ENSG00000176209.11
ENSG00000233858.4
ENSG00000104427.11
ENSG00000176623.11
ENSG00000164919.10
ENSG00000034677.12
ENSG00000155090.14
ENSG00000253320.5
ENSG00000164932.12
ENSG00000182197.10
ENSG00000178685.13
ENSG00000107020.9
ENSG00000225489.6
ENSG00000188921.13
ENSG00000147889.17
ENSG00000198680.4
ENSG00000165092.12
ENSG00000136936.10
ENSG00000119514.6
ENSG00000204136.10
ENSG00000180264.11
ENSG00000136933.16
ENSG00000204054.13
ENSG00000130707.17
ENSG00000107317.12
ENSG00000169126.15
ENSG00000243660.9
ENSG00000128805.14
ENSG00000204152.10
ENSG00000072422.16
ENSG00000197467.13
ENSG00000138316.10
ENSG00000122882.10
ENSG00000138279.15
ENSG00000189129.13
ENSG00000133665.12
ENSG00000026103.21
ENSG00000148688.13
ENSG00000138119.16
ENSG00000155254.12
ENSG00000119946.10
ENSG00000156384.14
ENSG00000203791.14
ENSG00000149043.16
ENSG00000130592.15
ENSG00000283787.1
ENSG00000110628.13
ENSG00000225101.4
ENSG00000132274.15
ENSG00000181074.3
ENSG00000175356.12
ENSG00000166788.9
ENSG00000148950.9
