Name
ENSG00000007372.21
ENSG00000165915.13
ENSG00000255442.1
ENSG00000167992.12
ENSG00000133321.10
ENSG00000110092.3
ENSG00000149260.15
ENSG00000137691.12
ENSG00000137714.2
ENSG00000214290.8
ENSG00000149403.12
ENSG00000110002.15
ENSG00000149557.12
ENSG00000166086.12
ENSG00000246627.6
ENSG00000010219.13
ENSG00000139192.11
ENSG00000139194.7
ENSG00000060140.8
ENSG00000139083.10
ENSG00000070019.4
ENSG00000111348.8
ENSG00000048540.14
ENSG00000139168.7
ENSG00000050405.13
ENSG00000120805.13
ENSG00000075035.9
ENSG00000183160.8
ENSG00000110906.12
ENSG00000255857.5
ENSG00000158023.9
ENSG00000184047.16
ENSG00000226057.6
ENSG00000229375.1
ENSG00000232977.6
ENSG00000183087.14
ENSG00000233695.2
ENSG00000225210.9
ENSG00000244306.10
ENSG00000277734.7
ENSG00000092010.14
ENSG00000100918.12
ENSG00000092208.16
ENSG00000100519.11
ENSG00000131981.15
ENSG00000023608.4
ENSG00000185650.9
ENSG00000100632.10
ENSG00000133983.14
ENSG00000119655.10
ENSG00000198208.11
ENSG00000140044.12
ENSG00000119632.3
ENSG00000100749.7
ENSG00000278071.1
ENSG00000184990.12
ENSG00000257556.1
ENSG00000128463.12
ENSG00000166710.17
ENSG00000225973.3
ENSG00000185088.13
ENSG00000075131.9
ENSG00000140463.13
ENSG00000182950.2
ENSG00000140395.8
ENSG00000136378.14
ENSG00000176463.13
ENSG00000068305.17
ENSG00000259583.2
ENSG00000260047.2
ENSG00000214614.2
ENSG00000259882.2
ENSG00000261217.2
ENSG00000171241.8
ENSG00000261512.2
ENSG00000259856.1
ENSG00000196470.11
ENSG00000103494.12
ENSG00000217555.12
ENSG00000140931.19
ENSG00000159714.10
ENSG00000205220.11
ENSG00000213398.7
ENSG00000124067.16
ENSG00000103018.16
ENSG00000262061.5
ENSG00000167699.13
ENSG00000132517.14
ENSG00000072818.11
ENSG00000166482.11
ENSG00000232859.9
ENSG00000181291.6
ENSG00000205045.8
ENSG00000271447.5
ENSG00000067191.15
ENSG00000184922.13
ENSG00000108379.9
ENSG00000005243.9
ENSG00000006282.20
ENSG00000180891.12
ENSG00000266173.6
ENSG00000141519.14
ENSG00000267733.5
ENSG00000266554.1
ENSG00000267583.5
ENSG00000141622.13
ENSG00000167210.16
ENSG00000166562.8
ENSG00000105426.16
ENSG00000105518.13
ENSG00000105520.10
ENSG00000207296.1
ENSG00000125821.11
ENSG00000101052.12
ENSG00000142156.14
ENSG00000224413.1
ENSG00000206195.10
ENSG00000272872.1
ENSG00000215270.3
ENSG00000244486.8
ENSG00000223704.1
ENSG00000244509.3
ENSG00000229891.1
ENSG00000228459.3
ENSG00000101871.14
ENSG00000102317.17
ENSG00000184194.5
ENSG00000102316.16
ENSG00000186767.6
ENSG00000001497.16
ENSG00000131080.14
ENSG00000102309.12
ENSG00000078596.10
ENSG00000133131.14
ENSG00000101843.18
ENSG00000101882.9
ENSG00000235961.5
ENSG00000213397.10
ENSG00000155962.12
