ENSG00000072041.16
ENSG00000215644.9
ENSG00000140015.19
ENSG00000155886.11
ENSG00000123454.10
ENSG00000229407.5
ENSG00000173404.4
ENSG00000184524.5
ENSG00000164076.16
ENSG00000102109.8
ENSG00000237125.8
ENSG00000171201.10
ENSG00000108342.12
ENSG00000159409.14
ENSG00000163618.17
ENSG00000260412.1
ENSG00000132437.17
ENSG00000148408.12
ENSG00000171951.4
ENSG00000130540.13
ENSG00000100095.18
ENSG00000138622.3
ENSG00000058404.19
ENSG00000241186.9
ENSG00000141744.3
ENSG00000116983.12
ENSG00000008196.12
ENSG00000165606.8
ENSG00000171189.17
ENSG00000026559.13
ENSG00000006071.12
ENSG00000273044.1
ENSG00000072182.12
ENSG00000145920.14
ENSG00000146352.12
ENSG00000138311.15
ENSG00000171435.13
ENSG00000187664.8
ENSG00000166448.14
ENSG00000233670.6
ENSG00000172209.5
ENSG00000283183.1
ENSG00000062096.14
ENSG00000080644.15
ENSG00000166407.13
ENSG00000126890.13
ENSG00000170927.14
ENSG00000089169.14
ENSG00000060709.14
ENSG00000258586.1
ENSG00000164107.8
ENSG00000113327.15
ENSG00000169429.10
ENSG00000116254.17
ENSG00000013293.5
ENSG00000168539.3
ENSG00000278928.1
ENSG00000172602.9
ENSG00000166111.9
ENSG00000164588.6
ENSG00000101746.15
ENSG00000078549.14
ENSG00000256925.2
ENSG00000103546.18
ENSG00000036565.14
ENSG00000245870.3
ENSG00000277200.1
ENSG00000100604.12
ENSG00000142178.7
ENSG00000184599.13
ENSG00000278599.5
ENSG00000157851.16
ENSG00000178171.10
ENSG00000182747.4
ENSG00000143340.6
ENSG00000077080.9
ENSG00000125851.9
ENSG00000075043.18
ENSG00000166573.5
ENSG00000070729.13
ENSG00000074211.13
ENSG00000139767.8
ENSG00000177511.5
ENSG00000224846.2
ENSG00000157005.3
ENSG00000196104.10
ENSG00000165462.5
ENSG00000168843.13
ENSG00000105141.5
ENSG00000125538.11
ENSG00000198216.10
ENSG00000113196.2
ENSG00000272398.5
ENSG00000197177.15
ENSG00000105409.16
ENSG00000119973.5
ENSG00000065609.14
ENSG00000136244.11
ENSG00000211896.7
ENSG00000130643.8
ENSG00000180176.14
ENSG00000149295.13
ENSG00000115844.10
ENSG00000006116.3
ENSG00000132692.18
ENSG00000179292.4
ENSG00000144355.14
ENSG00000122585.7
ENSG00000166922.8
ENSG00000261675.1
ENSG00000132872.11
ENSG00000132026.13
ENSG00000115297.10
ENSG00000130294.15
ENSG00000109132.6
ENSG00000167654.17
ENSG00000007908.15
ENSG00000054356.13
ENSG00000170091.10
ENSG00000152954.11
ENSG00000169436.16
ENSG00000116147.16
ENSG00000184613.10
ENSG00000144834.13
ENSG00000015592.16
ENSG00000181215.14
ENSG00000186487.17
ENSG00000121764.11
ENSG00000244116.3
ENSG00000163497.2
ENSG00000118972.1
ENSG00000179008.8
ENSG00000198570.5
ENSG00000171450.5
ENSG00000016082.14
ENSG00000166926.8
ENSG00000162374.16
