ENSG00000156234.7
ENSG00000198576.3
ENSG00000278982.1
ENSG00000168243.10
ENSG00000110680.12
ENSG00000131016.16
ENSG00000141639.11
ENSG00000113739.10
ENSG00000250337.5
ENSG00000248050.1
ENSG00000175592.8
ENSG00000088826.17
ENSG00000279532.1
ENSG00000187908.16
ENSG00000150551.10
ENSG00000172551.10
ENSG00000258947.6
ENSG00000273327.1
ENSG00000187545.5
ENSG00000189410.11
ENSG00000188089.13
ENSG00000134184.12
ENSG00000283413.1
ENSG00000235371.1
ENSG00000198074.9
ENSG00000104918.7
ENSG00000179674.3
ENSG00000254877.1
ENSG00000111981.4
ENSG00000115009.11
ENSG00000147465.11
ENSG00000204614.8
ENSG00000023445.13
ENSG00000134668.12
ENSG00000170961.6
ENSG00000204277.1
ENSG00000249721.1
ENSG00000058085.14
ENSG00000106236.3
ENSG00000277831.1
ENSG00000183196.8
ENSG00000204241.7
ENSG00000258679.1
ENSG00000196431.3
ENSG00000167612.12
ENSG00000206013.2
ENSG00000108342.12
ENSG00000227300.12
ENSG00000106633.15
ENSG00000222041.10
ENSG00000267909.2
ENSG00000197905.8
ENSG00000235669.1
ENSG00000166920.12
ENSG00000162344.3
ENSG00000254054.2
ENSG00000204684.3
ENSG00000182379.9
ENSG00000185186.8
ENSG00000095752.6
ENSG00000171517.5
ENSG00000262585.1
ENSG00000187288.10
ENSG00000106366.8
ENSG00000232679.1
ENSG00000229656.6
ENSG00000140519.12
ENSG00000197406.7
ENSG00000006327.13
ENSG00000162078.11
ENSG00000215833.3
ENSG00000228022.5
ENSG00000205622.9
ENSG00000163993.6
ENSG00000149968.11
ENSG00000237596.6
ENSG00000152192.7
ENSG00000173702.7
ENSG00000163661.3
ENSG00000137558.7
ENSG00000204936.9
ENSG00000248187.1
ENSG00000253295.1
ENSG00000248323.5
ENSG00000231172.2
ENSG00000159337.6
ENSG00000091137.11
ENSG00000229373.8
ENSG00000171551.11
ENSG00000184697.6
ENSG00000196611.4
ENSG00000182759.3
ENSG00000187094.11
ENSG00000156687.10
ENSG00000225611.1
ENSG00000255326.1
ENSG00000140403.12
ENSG00000151012.13
ENSG00000178752.15
ENSG00000235310.1
ENSG00000137265.14
ENSG00000136244.11
ENSG00000115602.16
ENSG00000166670.9
ENSG00000112246.9
ENSG00000002079.13
ENSG00000213386.3
ENSG00000226145.7
ENSG00000233491.7
ENSG00000223603.1
ENSG00000104722.13
ENSG00000130487.5
ENSG00000188525.3
ENSG00000105664.10
ENSG00000205426.10
ENSG00000225217.1
ENSG00000267607.1
ENSG00000169213.6
ENSG00000118972.1
ENSG00000173110.7
ENSG00000229400.1
ENSG00000185338.4
