ENSG00000223930.5
ENSG00000179593.15
ENSG00000117507.6
ENSG00000196136.17
ENSG00000167711.13
ENSG00000004939.13
ENSG00000105610.4
ENSG00000260711.2
ENSG00000087088.19
ENSG00000133742.13
ENSG00000233276.3
ENSG00000237978.5
ENSG00000259675.1
ENSG00000136048.13
ENSG00000267653.1
ENSG00000134574.11
ENSG00000260377.1
ENSG00000206177.6
ENSG00000135744.7
ENSG00000164821.4
ENSG00000170180.19
ENSG00000237372.2
ENSG00000254919.1
ENSG00000188263.10
ENSG00000166741.7
ENSG00000133962.7
ENSG00000166337.9
ENSG00000167914.11
ENSG00000158578.18
ENSG00000142583.17
ENSG00000136929.12
ENSG00000143127.12
ENSG00000173714.7
ENSG00000132170.19
ENSG00000236882.7
ENSG00000112077.15
ENSG00000187193.8
ENSG00000197561.6
ENSG00000140092.14
ENSG00000250771.2
ENSG00000168890.13
ENSG00000018280.16
ENSG00000165929.12
ENSG00000169877.9
ENSG00000172232.9
ENSG00000257017.8
ENSG00000278615.4
ENSG00000051620.10
ENSG00000205639.9
ENSG00000204010.3
ENSG00000166947.11
ENSG00000163554.12
ENSG00000162722.8
ENSG00000182752.9
ENSG00000204613.10
ENSG00000130513.6
ENSG00000259616.2
