ENSG00000223609.7
ENSG00000131080.14
ENSG00000124469.11
ENSG00000138379.4
ENSG00000279509.1
ENSG00000226337.3
ENSG00000278530.4
ENSG00000250334.5
ENSG00000161055.3
ENSG00000138115.13
ENSG00000160318.6
ENSG00000163331.11
ENSG00000101977.19
ENSG00000275441.1
ENSG00000234546.3
ENSG00000198963.10
ENSG00000256612.7
ENSG00000241361.8
ENSG00000082258.12
ENSG00000132323.8
ENSG00000269927.1
ENSG00000087206.16
ENSG00000235121.1
ENSG00000259005.1
ENSG00000198920.9
ENSG00000132855.4
ENSG00000243663.1
ENSG00000101247.17
ENSG00000161513.11
ENSG00000225383.7
ENSG00000146352.12
ENSG00000280048.1
ENSG00000048540.14
ENSG00000112200.16
ENSG00000131400.7
ENSG00000126861.4
ENSG00000244681.1
ENSG00000144535.19
ENSG00000185347.17
ENSG00000007933.12
ENSG00000162604.12
ENSG00000132680.10
ENSG00000196344.11
ENSG00000225636.1
ENSG00000254884.1
ENSG00000144278.14
ENSG00000277382.1
ENSG00000257438.1
ENSG00000164675.10
ENSG00000235613.2
ENSG00000169064.12
ENSG00000138670.17
ENSG00000258526.5
ENSG00000279029.1
ENSG00000258086.1
ENSG00000244694.7
ENSG00000172943.19
ENSG00000257957.1
ENSG00000154473.17
ENSG00000079841.18
ENSG00000189403.14
ENSG00000147889.17
ENSG00000228763.1
ENSG00000236426.5
ENSG00000206172.8
ENSG00000090686.15
ENSG00000171824.13
ENSG00000136051.13
ENSG00000188529.14
ENSG00000248551.1
ENSG00000280138.1
ENSG00000188536.12
ENSG00000278828.1
ENSG00000152223.12
ENSG00000246130.1
ENSG00000205898.3
ENSG00000163071.10
ENSG00000179178.10
ENSG00000172775.16
ENSG00000034239.10
ENSG00000181104.6
ENSG00000153789.12
ENSG00000129292.20
ENSG00000214413.7
ENSG00000236841.7
ENSG00000186086.18
ENSG00000223930.5
ENSG00000243051.3
ENSG00000257259.1
ENSG00000100201.20
ENSG00000261872.1
ENSG00000259735.1
ENSG00000259719.5
ENSG00000278909.1
ENSG00000160188.9
ENSG00000235027.1
ENSG00000185633.10
ENSG00000225511.6
ENSG00000206195.10
ENSG00000170381.12
ENSG00000164329.13
ENSG00000255548.1
ENSG00000280022.1
ENSG00000272870.1
ENSG00000254295.1
ENSG00000248483.6
ENSG00000047457.13
ENSG00000278963.1
ENSG00000109158.10
ENSG00000237978.5
ENSG00000244734.3
ENSG00000270655.1
ENSG00000134574.11
ENSG00000198670.11
ENSG00000090989.17
ENSG00000163288.13
ENSG00000224232.1
ENSG00000130513.6
ENSG00000213085.9
ENSG00000229502.5
ENSG00000078747.14
ENSG00000196427.13
ENSG00000136536.14
ENSG00000224897.6
ENSG00000135333.13
ENSG00000158578.18
ENSG00000149021.6
ENSG00000153253.16
ENSG00000066405.12
ENSG00000186973.10
ENSG00000139163.15
ENSG00000090104.11
ENSG00000264546.1
ENSG00000204351.11
ENSG00000158815.10
ENSG00000186352.8
ENSG00000163885.11
ENSG00000164265.8
ENSG00000258752.1
